,club_name,player_name,Age,Position,Pos,Market value,club_involved_name,Fee,transfer_movement,fee_cleaned
8,FC Utrecht,Modibo SagnanM. Sagnan,24,Centre-Back,CB,€3.00m,Real Sociedad,"End of loan Jun 30, 2023",Out,
9,FC Utrecht,Ramon HendriksR. Hendriks,21,Centre-Back,CB,€750k,Feyenoord,"End of loan Jun 30, 2023",Out,
10,FC Utrecht,Vasilios BarkasV. Barkas,29,Goalkeeper,GK,€3.00m,Celtic,"End of loan Jun 30, 2023",Out,
0,Vitesse Arnhem,Amine BoutrahA. Boutrah,22,Centre-Forward,CF,€1.00m,Concarneau,free transfer,In,
1,Vitesse Arnhem,Mathijs TielemansM. Tielemans,21,Defensive Midfield,DM,€700k,PSV U21,free transfer,In,
2,Vitesse Arnhem,Daan HuismanD. Huisman,20,Attacking Midfield,AM,€450k,VVV-Venlo,"End of loan Jun 30, 2023",In,
3,Vitesse Arnhem,Thomas BuitinkT. Buitink,23,Centre-Forward,CF,€650k,Fortuna Sittard,"End of loan Jun 30, 2023",In,
0,Vitesse Arnhem,Jeroen HouwenJ. Houwen,27,Goalkeeper,GK,€250k,RKC Waalwijk,free transfer,Out,
1,Vitesse Arnhem,Sondre TronstadS. Tronstad,27,Central Midfield,CM,€1.60m,Blackburn,free transfer,Out,
2,Vitesse Arnhem,Matus BeroM. Bero,27,Central Midfield,CM,€2.30m,VfL Bochum,free transfer,Out,
3,Vitesse Arnhem,Tomas HajekT. Hajek,31,Centre-Back,CB,€300k,Without Club,-,Out,
4,Vitesse Arnhem,Nigel van HaverenN. van Haveren,19,Goalkeeper,GK,€25k,Without Club,-,Out,
5,Vitesse Arnhem,Mitchell DijksM. Dijks,30,Left-Back,LB,€1.00m,Without Club,-,Out,
6,Vitesse Arnhem,Ryan FlamingoR. Flamingo,20,Centre-Back,CB,€2.50m,Sassuolo,"End of loan Jun 30, 2023",Out,
7,Vitesse Arnhem,Mohamed SankohM. Sankoh,19,Centre-Forward,CF,€700k,VfB Stuttgart,"End of loan Jun 30, 2023",Out,
8,Vitesse Arnhem,Kjell ScherpenK. Scherpen,23,Goalkeeper,GK,€2.00m,Brighton,"End of loan Jun 30, 2023",Out,
9,Vitesse Arnhem,Kacper KozlowskiK. Kozlowski,19,Central Midfield,CM,€8.00m,Brighton,"End of loan Jun 30, 2023",Out,
10,Vitesse Arnhem,Bartosz BialekB. Bialek,21,Centre-Forward,CF,€3.00m,VfL Wolfsburg,"End of loan Jun 30, 2023",Out,
11,Vitesse Arnhem,Gabriel VidovicG. Vidovic,19,Left Winger,LW,€2.50m,Bayern Munich,"End of loan Jun 30, 2023",Out,
0,FC Volendam,Mio BackhausM. Backhaus,19,Goalkeeper,GK,€300k,Werder Bremen,loan transfer,In,
1,FC Volendam,Koen BlommestijnK. Blommestijn,23,Centre-Forward,CF,€150k,Telstar,"End of loan Jun 30, 2023",In,
0,FC Volendam,Jordi BlomJ. Blom,21,Right Winger,RW,€25k,Quick Boys,free transfer,Out,
1,FC Volendam,Dean JamesD. James,23,Left-Back,LB,€250k,Without Club,-,Out,
2,FC Volendam,Filip StankovicF. Stankovic,21,Goalkeeper,GK,€2.00m,Inter,"End of loan Jun 30, 2023",Out,
3,FC Volendam,Gaetano OristanioG. Oristanio,20,Attacking Midfield,AM,€1.00m,Inter,"End of loan Jun 30, 2023",Out,
4,FC Volendam,Francesco AntonucciF. Antonucci,24,Attacking Midfield,AM,€1.00m,Feyenoord,"End of loan Jun 30, 2023",Out,
5,FC Volendam,Florent SanchezF. Sanchez,20,Central Midfield,CM,€700k,Olympique Lyon,"End of loan Jun 30, 2023",Out,
