,club_name,player_name,Age,Position,Pos,Market value,club_involved_name,Fee,transfer_movement,fee_cleaned
1,CF Estrela Amadora SAD,Léo CordeiroLéo Cordeiro,27,Central Midfield,CM,€400k,Mafra,free transfer,In,
2,CF Estrela Amadora SAD,KikasKikas,24,Centre-Forward,CF,€475k,B SAD,free transfer,In,
3,CF Estrela Amadora SAD,Léo JabáLéo Jabá,24,Right Winger,RW,€1.00m,São Bernardo,loan transfer,In,
4,CF Estrela Amadora SAD,PapaleléPapalelé,25,Left Winger,LW,-,Anadia FC,"End of loan Jun 30, 2023",In,
5,CF Estrela Amadora SAD,LucãoLucão,25,Centre-Back,CB,€225k,SC Covilhã,"End of loan Jun 30, 2023",In,
6,CF Estrela Amadora SAD,Amir FeratovicA. Feratovic,21,Centre-Back,CB,€400k,Benfica B,"End of loan Jun 30, 2023",In,
7,CF Estrela Amadora SAD,ShingaShinga,23,Left-Back,LB,€225k,SC Covilhã,"End of loan Jun 30, 2023",In,
0,CF Estrela Amadora SAD,PapaleléPapalelé,25,Left Winger,LW,-,Karvina,?,Out,
1,CF Estrela Amadora SAD,João SilvaJ. Silva,33,Centre-Forward,CF,€75k,Without Club,-,Out,
2,CF Estrela Amadora SAD,Gustavo HenriqueGustavo Henrique,24,Left Winger,LW,€375k,Anápolis,"End of loan Jun 30, 2023",Out,
3,CF Estrela Amadora SAD,RonaldRonald,22,Right Winger,RW,€550k,Anápolis,"End of loan Jun 30, 2023",Out,
4,CF Estrela Amadora SAD,Erivaldo AlmeidaE. Almeida,23,Centre-Back,CB,€225k,Novorizontino,"End of loan Jun 30, 2023",Out,
5,CF Estrela Amadora SAD,VitóVitó,25,Central Midfield,CM,€350k,Casa Pia,"End of loan Jun 30, 2023",Out,
6,CF Estrela Amadora SAD,KikasKikas,24,Centre-Forward,CF,€475k,B SAD,"End of loan Jun 30, 2023",Out,
