,club_name,player_name,Age,Position,Pos,Market value,club_involved_name,Fee,transfer_movement,fee_cleaned
2,FC Nantes,Yannis M'BembaY. M'Bemba,22,Centre-Back,CB,€200k,FC Nantes B,-,In,
3,FC Nantes,Stredair AppuahS. Appuah,19,Left Winger,LW,€150k,FC Nantes U19,-,In,
4,FC Nantes,Nathan ZezeN. Zeze,18,Centre-Back,CB,€400k,FC Nantes B,-,In,
5,FC Nantes,Bridge NdiluB. Ndilu,22,Centre-Forward,CF,€250k,SO Cholet,"End of loan Jun 30, 2023",In,
6,FC Nantes,Abdoul Kader BambaA. Bamba,29,Right Winger,RW,€900k,Saint-Étienne,"End of loan Jun 30, 2023",In,
7,FC Nantes,Joe-Loic AffamahJ. Affamah,21,Centre-Forward,CF,€125k,Torreense,"End of loan Jun 30, 2023",In,
0,FC Nantes,Ludovic BlasL. Blas,25,Attacking Midfield,AM,€20.00m,Rennes,€15.00m,Out,€15.00m
1,FC Nantes,Sébastien CorchiaS. Corchia,32,Right-Back,RB,€1.00m,Amiens SC,free transfer,Out,
2,FC Nantes,Samuel Yépié YépiéS. Yépié Yépié,20,Attacking Midfield,AM,€150k,Without Club,-,Out,
3,FC Nantes,Charles TraoréC. Traoré,31,Left-Back,LB,€600k,Without Club,-,Out,
4,FC Nantes,Evann GuessandE. Guessand,21,Centre-Forward,CF,€4.50m,OGC Nice,"End of loan Jun 30, 2023",Out,
5,FC Nantes,Mostafa MohamedMostafa Mohamed,25,Centre-Forward,CF,€6.00m,Galatasaray,"End of loan Jun 30, 2023",Out,
6,FC Nantes,João VictorJoão Victor,24,Centre-Back,CB,€7.00m,Benfica,"End of loan Jun 30, 2023",Out,
7,FC Nantes,Andy DelortA. Delort,31,Centre-Forward,CF,€7.00m,OGC Nice,"End of loan Jun 30, 2023",Out,
0,Le Havre AC,Issa SoumaréI. Soumaré,22,Left Winger,LW,€1.00m,Beerschot V.A.,€400k,In,€400k
1,Le Havre AC,Yoann SalmierY. Salmier,30,Centre-Back,CB,€2.00m,Troyes,free transfer,In,
2,Le Havre AC,Kandet DiawaraK. Diawara,23,Left Winger,LW,€250k,APOEL Nicosia,free transfer,In,
3,Le Havre AC,Loïc NegoL. Nego,32,Right-Back,RB,€1.00m,Fehérvár,free transfer,In,
4,Le Havre AC,Mokrane BentoumiM. Bentoumi,18,Attacking Midfield,AM,€50k,Le Havre U19,-,In,
5,Le Havre AC,Yoni GomisY. Gomis,17,Centre-Back,CB,€50k,Le Havre U19,-,In,
6,Le Havre AC,Ylan GomesY. Gomes,20,Left Winger,LW,€250k,Paris 13 Atl.,"End of loan Jun 30, 2023",In,
7,Le Havre AC,Pape Ibnou BaP. Ba,30,Centre-Forward,CF,€400k,Pau FC,"End of loan Jun 30, 2023",In,
0,Le Havre AC,Ylan GomesY. Gomes,20,Left Winger,LW,€250k,FC Martigues,free transfer,Out,
1,Le Havre AC,Victor LekhalV. Lekhal,29,Defensive Midfield,DM,€2.50m,Umm Salal SC,free transfer,Out,
2,Le Havre AC,Aristide WamA. Wam,21,Defensive Midfield,DM,€50k,Without Club,-,Out,
3,Le Havre AC,Jamal ThiaréJ. Thiaré,30,Centre-Forward,CF,€600k,Without Club,-,Out,
4,Le Havre AC,Terence KongoloT. Kongolo,29,Centre-Back,CB,€900k,Fulham,"End of loan Jun 30, 2023",Out,
5,Le Havre AC,Check Oumar DiakitéC. Diakité,20,Central Midfield,CM,€700k,Paris FC,"End of loan Jun 30, 2023",Out,
6,Le Havre AC,Amir RichardsonA. Richardson,21,Central Midfield,CM,€3.50m,Stade Reims,"End of loan Jun 30, 2023",Out,
0,FC Metz,Simon ElisorS. Elisor,23,Centre-Forward,CF,€800k,RFC Seraing,€400k,In,€400k
1,FC Metz,Othmane ChraibiO. Chraibi,20,Defensive Midfield,DM,-,FC Metz B,-,In,
2,FC Metz,Guillaume DietschG. Dietsch,22,Goalkeeper,GK,€700k,RFC Seraing,"End of loan Jun 30, 2023",In,
3,FC Metz,Sami LahssainiS. Lahssaini,24,Central Midfield,CM,€450k,RFC Seraing,"End of loan Jun 30, 2023",In,
4,FC Metz,Warren TchimbembéW. Tchimbembé,25,Right Winger,RW,€500k,Guingamp,"End of loan Jun 30, 2023",In,
5,FC Metz,Papa Ndiaga YadeP. Yade,23,Left Winger,LW,€1.20m,Troyes,"End of loan Jun 30, 2023",In,
6,FC Metz,Boubacar TraoréB. Traoré,21,Defensive Midfield,DM,€5.00m,Wolves,"End of loan Jun 30, 2023",In,
7,FC Metz,VagnerVagner,27,Right Winger,RW,€650k,RFC Seraing,"End of loan Jun 30, 2023",In,
8,FC Metz,Ibrahima NianeI. Niane,24,Centre-Forward,CF,€3.00m,Angers SCO,"End of loan Jun 30, 2023",In,
0,FC Metz,Boubacar TraoréB. Traoré,21,Defensive Midfield,DM,€5.00m,Wolves,€11.00m,Out,€11.00m
1,FC Metz,Ibrahima NianeI. Niane,24,Centre-Forward,CF,€3.00m,Angers SCO,€500k,Out,€500k
2,FC Metz,Xhuliano SkukaX. Skuka,24,Centre-Forward,CF,€400k,NK Maribor,loan transfer,Out,
3,FC Metz,Lamine GueyeL. Gueye,25,Right Winger,RW,€1.00m,Paris FC,?,Out,
