,club_name,player_name,Age,Position,Pos,Market value,club_involved_name,Fee,transfer_movement,fee_cleaned
0,Bayern Munich,Konrad LaimerK. Laimer,26,Central Midfield,CM,€28.00m,RB Leipzig,free transfer,In,
1,Bayern Munich,Raphaël GuerreiroR. Guerreiro,29,Left-Back,LB,€20.00m,Bor. Dortmund,free transfer,In,
2,Bayern Munich,Tarek BuchmannT. Buchmann,18,Centre-Back,CB,-,FC Bayern U19,-,In,
3,Bayern Munich,Alexander NübelA. Nübel,26,Goalkeeper,GK,€8.00m,Monaco,"End of loan Jun 30, 2023",In,
4,Bayern Munich,Malik TillmanM. Tillman,21,Attacking Midfield,AM,€5.00m,Rangers,"End of loan Jun 30, 2023",In,
5,Bayern Munich,Gabriel VidovicG. Vidovic,19,Left Winger,LW,€2.50m,Vitesse,"End of loan Jun 30, 2023",In,
6,Bayern Munich,Bright Arrey-MbiB. Arrey-Mbi,20,Centre-Back,CB,€800k,Hannover 96,"End of loan Jun 30, 2023",In,
7,Bayern Munich,Marcel SabitzerM. Sabitzer,29,Central Midfield,CM,€20.00m,Man Utd,"End of loan Jun 30, 2023",In,
0,Bayern Munich,Bright Arrey-MbiB. Arrey-Mbi,20,Centre-Back,CB,€800k,Hannover 96,free transfer,Out,
1,Bayern Munich,Daley BlindD. Blind,33,Left-Back,LB,€3.00m,Without Club,-,Out,
2,Bayern Munich,João CanceloJ. Cancelo,29,Right-Back,RB,€50.00m,Man City,"End of loan Jun 30, 2023",Out,
0,Borussia Dortmund,Felix NmechaF. Nmecha,22,Attacking Midfield,AM,€15.00m,VfL Wolfsburg,€30.00m,In,€30.00m
1,Borussia Dortmund,Ramy BensebainiR. Bensebaini,28,Left-Back,LB,€20.00m,Bor. M'gladbach,free transfer,In,
2,Borussia Dortmund,Ole PohlmannO. Pohlmann,22,Central Midfield,CM,€400k,B. Dortmund II,-,In,
3,Borussia Dortmund,Ansgar KnauffA. Knauff,21,Right Winger,RW,€8.00m,E. Frankfurt,"End of loan Jun 30, 2023",In,
4,Borussia Dortmund,Thorgan HazardT. Hazard,30,Left Winger,LW,€7.00m,PSV Eindhoven,"End of loan Jun 30, 2023",In,
0,Borussia Dortmund,Jude BellinghamJ. Bellingham,20,Central Midfield,CM,€120.00m,Real Madrid,€103.00m,Out,€103.00m
1,Borussia Dortmund,Ansgar KnauffA. Knauff,21,Right Winger,RW,€8.00m,E. Frankfurt,€5.00m,Out,€5.00m
2,Borussia Dortmund,Tom RotheTom Rothe,18,Left-Back,LB,€3.50m,Holstein Kiel,Loan fee: €350k,Out, €350k
3,Borussia Dortmund,Felix PasslackF. Passlack,25,Right-Back,RB,€1.50m,VfL Bochum,free transfer,Out,
4,Borussia Dortmund,Luca UnbehaunL. Unbehaun,22,Goalkeeper,GK,€650k,SC Verl,free transfer,Out,
5,Borussia Dortmund,Mahmoud DahoudM. Dahoud,27,Central Midfield,CM,€12.00m,Brighton,free transfer,Out,
6,Borussia Dortmund,Raphaël GuerreiroR. Guerreiro,29,Left-Back,LB,€20.00m,Bayern Munich,free transfer,Out,
7,Borussia Dortmund,Anthony ModesteA. Modeste,35,Centre-Forward,CF,€700k,Without Club,-,Out,
0,RB Leipzig,Christoph BaumgartnerC. Baumgartner,23,Attacking Midfield,AM,€24.00m,TSG Hoffenheim,€24.00m,In,€24.00m
1,RB Leipzig,Benjamin SeskoB. Sesko,20,Centre-Forward,CF,€24.00m,RB Salzburg,€24.00m,In,€24.00m
2,RB Leipzig,Nicolas SeiwaldN. Seiwald,22,Central Midfield,CM,€20.00m,RB Salzburg,€20.00m,In,€20.00m
3,RB Leipzig,Leopold ZingerleL. Zingerle,29,Goalkeeper,GK,€400k,SC Paderborn,free transfer,In,
4,RB Leipzig,Fábio CarvalhoF. Carvalho,20,Attacking Midfield,AM,€16.00m,Liverpool,loan transfer,In,
5,RB Leipzig,Hugo NovoaH. Novoa,20,Right Winger,RW,€4.30m,FC Basel,"End of loan Jun 30, 2023",In,
6,RB Leipzig,Ilaix MoribaI. Moriba,20,Central Midfield,CM,€4.00m,Valencia,"End of loan Jun 30, 2023",In,
7,RB Leipzig,Alexander SørlothA. Sørloth,27,Centre-Forward,CF,€12.00m,Real Sociedad,"End of loan Jun 30, 2023",In,
8,RB Leipzig,AngeliñoAngeliño,26,Left-Back,LB,€12.00m,TSG Hoffenheim,"End of loan Jun 30, 2023",In,
9,RB Leipzig,Fabrice HartmannF. Hartmann,22,Right Winger,RW,€250k,Sligo Rovers,"End of loan Jun 30, 2023",In,
10,RB Leipzig,Josep MartínezJ. Martínez,25,Goalkeeper,GK,€3.50m,Genoa,"End of loan Jun 30, 2023",In,
11,RB Leipzig,Mehmet IbrahimiM. Ibrahimi,20,Left Winger,LW,€150k,E. Braunschweig,"End of loan Jun 30, 2023",In,
12,RB Leipzig,Frederik JäkelF. Jäkel,22,Centre-Back,CB,€900k,Arm. Bielefeld,"End of loan Jun 30, 2023",In,
13,RB Leipzig,Tom KraußT. Krauß,22,Central Midfield,CM,€7.00m,FC Schalke 04,"End of loan Jun 30, 2023",In,
14,RB Leipzig,Tim SchreiberT. Schreiber,21,Goalkeeper,GK,€600k,Holstein Kiel,"End of loan Jun 30, 2023",In,
0,RB Leipzig,Dominik SzoboszlaiD. Szoboszlai,22,Attacking Midfield,AM,€50.00m,Liverpool,€70.00m,Out,€70.00m
1,RB Leipzig,Christopher NkunkuC. Nkunku,25,Second Striker,SS,€80.00m,Chelsea,€60.00m,Out,€60.00m
2,RB Leipzig,Josep MartínezJ. Martínez,25,Goalkeeper,GK,€3.50m,Genoa,€3.50m,Out,€3.50m
3,RB Leipzig,Konrad LaimerK. Laimer,26,Central Midfield,CM,€28.00m,Bayern Munich,free transfer,Out,
4,RB Leipzig,Tim SchreiberT. Schreiber,21,Goalkeeper,GK,€600k,Saarbrücken,loan transfer,Out,
5,RB Leipzig,Sanoussy BaS. Ba,19,Left-Back,LB,€500k,LASK,loan transfer,Out,
6,RB Leipzig,Oskar PreilO. Preil,19,Goalkeeper,GK,€200k,Without Club,-,Out,
7,RB Leipzig,Örjan NylandÖ. Nyland,32,Goalkeeper,GK,€600k,Without Club,-,Out,
8,RB Leipzig,Abdou DialloA. Diallo,27,Centre-Back,CB,€10.00m,Paris SG,"End of loan Jun 30, 2023",Out,
0,1.FC Union Berlin,Diogo LeiteD. Leite,24,Centre-Back,CB,€15.00m,FC Porto,€7.50m,In,€7.50m
1,1.FC Union Berlin,Mikkel KaufmannM. Kaufmann,22,Centre-Forward,CF,€2.70m,FC Copenhagen,€2.70m,In,€2.70m
2,1.FC Union Berlin,Lennart GrillL. Grill,24,Goalkeeper,GK,€1.00m,B. Leverkusen,?,In,
3,1.FC Union Berlin,Alex KralAlex Kral,25,Defensive Midfield,DM,€7.00m,Spartak Moscow,loan transfer,In,
4,1.FC Union Berlin,Yannic SteinY. Stein,18,Goalkeeper,GK,€200k,U. Berlin U19,-,In,
5,1.FC Union Berlin,Aljoscha KemleinA. Kemlein,18,Defensive Midfield,DM,€250k,U. Berlin U19,-,In,
6,1.FC Union Berlin,Mathis BrunsM. Bruns,19,Centre-Back,CB,€100k,U. Berlin U19,-,In,
7,1.FC Union Berlin,David PreuD. Preu,18,Left Winger,LW,-,U. Berlin U19,-,In,
8,1.FC Union Berlin,Malick SanogoM. Sanogo,19,Centre-Forward,CF,-,U. Berlin U19,-,In,
9,1.FC Union Berlin,Tim SkarkeT. Skarke,26,Right Winger,RW,€1.20m,FC Schalke 04,"End of loan Jun 30, 2023",In,
10,1.FC Union Berlin,Laurenz DehlL. Dehl,21,Right Midfield,RM,€200k,Viktoria Berlin,"End of loan Jun 30, 2023",In,
11,1.FC Union Berlin,Tymoteusz PuchaczT. Puchacz,24,Left-Back,LB,€1.20m,Panathinaikos,"End of loan Jun 30, 2023",In,
12,1.FC Union Berlin,Rick van DrongelenR. van Drongelen,24,Centre-Back,CB,€1.00m,Hansa Rostock,"End of loan Jun 30, 2023",In,
13,1.FC Union Berlin,Dominique HeintzD. Heintz,29,Centre-Back,CB,€1.20m,VfL Bochum,"End of loan Jun 30, 2023",In,
0,1.FC Union Berlin,Sven MichelS. Michel,32,Centre-Forward,CF,€900k,FC Augsburg,€950k,Out,€950k
1,1.FC Union Berlin,Paul SeguinP. Seguin,28,Central Midfield,CM,€2.50m,FC Schalke 04,€750k,Out,€750k
2,1.FC Union Berlin,Levin ÖztunaliL. Öztunali,27,Central Midfield,CM,€1.20m,Hamburger SV,free transfer,Out,
3,1.FC Union Berlin,Kevin MöhwaldK. Möhwald,29,Central Midfield,CM,€600k,KAS Eupen,free transfer,Out,
4,1.FC Union Berlin,Tim MaciejewskiT. Maciejewski,22,Right Winger,RW,€350k,SV Sandhausen,free transfer,Out,
5,1.FC Union Berlin,David PreuD. Preu,18,Left Winger,LW,-,VfR Aalen,loan transfer,Out,
6,1.FC Union Berlin,Tymoteusz PuchaczT. Puchacz,24,Left-Back,LB,€1.20m,1.FC K'lautern,loan transfer,Out,
7,1.FC Union Berlin,Niko GießelmannN. Gießelmann,31,Left-Back,LB,€1.00m,Without Club,-,Out,
8,1.FC Union Berlin,Diogo LeiteD. Leite,24,Centre-Back,CB,€15.00m,FC Porto,"End of loan Jun 30, 2023",Out,
9,1.FC Union Berlin,Lennart GrillL. Grill,24,Goalkeeper,GK,€1.00m,B. Leverkusen,"End of loan Jun 30, 2023",Out,
10,1.FC Union Berlin,Timo BaumgartlT. Baumgartl,27,Centre-Back,CB,€3.00m,PSV Eindhoven,"End of loan Jun 30, 2023",Out,
0,SC Freiburg,Junior AdamuJ. Adamu,22,Centre-Forward,CF,€8.00m,RB Salzburg,€6.00m,In,€6.00m
1,SC Freiburg,Florian MüllerF. Müller,25,Goalkeeper,GK,€1.50m,VfB Stuttgart,€1.50m,In,€1.50m
2,SC Freiburg,Max RosenfelderM. Rosenfelder,20,Centre-Back,CB,€500k,SC Freiburg II,-,In,
3,SC Freiburg,Lino TempelmannL. Tempelmann,24,Central Midfield,CM,€2.00m,1.FC Nuremberg,"End of loan Jun 30, 2023",In,
4,SC Freiburg,Nishan BurkartN. Burkart,23,Left Winger,LW,€500k,FC Winterthur,"End of loan Jun 30, 2023",In,
5,SC Freiburg,Keven SchlotterbeckK. Schlotterbeck,26,Centre-Back,CB,€3.00m,VfL Bochum,"End of loan Jun 30, 2023",In,
6,SC Freiburg,Kevin SchadeK. Schade,21,Right Winger,RW,€25.00m,Brentford,"End of loan Jun 30, 2023",In,
0,SC Freiburg,Kevin SchadeK. Schade,21,Right Winger,RW,€25.00m,Brentford,€25.00m,Out,€25.00m
1,SC Freiburg,Mark FlekkenM. Flekken,30,Goalkeeper,GK,€10.00m,Brentford,€13.00m,Out,€13.00m
2,SC Freiburg,Nishan BurkartN. Burkart,23,Left Winger,LW,€500k,FC Winterthur,€300k,Out,€300k
3,SC Freiburg,Robert WagnerR. Wagner,19,Central Midfield,CM,€1.40m,Greuther Fürth,loan transfer,Out,
4,SC Freiburg,Kimberly EzekwemK. Ezekwem,22,Left Midfield,LM,€350k,SC Paderborn,loan transfer,Out,
5,SC Freiburg,Nils PetersenN. Petersen,34,Centre-Forward,CF,-,Retired,-,Out,
6,SC Freiburg,Jonathan SchmidJ. Schmid,33,Right-Back,RB,€900k,Without Club,-,Out,
0,Bayer 04 Leverkusen,Granit XhakaG. Xhaka,30,Central Midfield,CM,€20.00m,Arsenal,€25.00m,In,€25.00m
1,Bayer 04 Leverkusen,Jonas HofmannJ. Hofmann,30,Right Winger,RW,€13.00m,Bor. M'gladbach,€10.00m,In,€10.00m
2,Bayer 04 Leverkusen,ArthurArthur,20,Right-Back,RB,€5.00m,América-MG,€7.00m,In,€7.00m
3,Bayer 04 Leverkusen,Alejandro GrimaldoA. Grimaldo,27,Left-Back,LB,€25.00m,Benfica,free transfer,In,
4,Bayer 04 Leverkusen,Ayman AourirA. Aourir,18,Attacking Midfield,AM,-,Leverkusen U19,-,In,
5,Bayer 04 Leverkusen,Sadik FofanaS. Fofana,20,Centre-Back,CB,€700k,1.FC Nuremberg,"End of loan Jun 30, 2023",In,
6,Bayer 04 Leverkusen,Gustavo PuertaG. Puerta,19,Central Midfield,CM,€1.50m,1.FC Nuremberg,"End of loan Jun 30, 2023",In,
7,Bayer 04 Leverkusen,PaulinhoPaulinho,22,Left Winger,LW,€7.50m,Atlético-MG,"End of loan Jun 30, 2023",In,
8,Bayer 04 Leverkusen,Lennart GrillL. Grill,24,Goalkeeper,GK,€1.00m,Union Berlin,"End of loan Jun 30, 2023",In,
0,Bayer 04 Leverkusen,Mitchel BakkerM. Bakker,23,Left-Back,LB,€9.00m,Atalanta BC,€10.00m,Out,€10.00m
1,Bayer 04 Leverkusen,PaulinhoPaulinho,22,Left Winger,LW,€7.50m,Atlético-MG,free transfer,Out,
2,Bayer 04 Leverkusen,Ayman AzhilA. Azhil,22,Defensive Midfield,DM,€400k,B. Dortmund II,free transfer,Out,
3,Bayer 04 Leverkusen,Lennart GrillL. Grill,24,Goalkeeper,GK,€1.00m,Union Berlin,?,Out,
4,Bayer 04 Leverkusen,Karim BellarabiK. Bellarabi,33,Right Winger,RW,€1.50m,Without Club,-,Out,
5,Bayer 04 Leverkusen,Daley SinkgravenD. Sinkgraven,27,Left-Back,LB,€2.50m,Without Club,-,Out,
6,Bayer 04 Leverkusen,Andrey LunevA. Lunev,31,Goalkeeper,GK,€1.20m,Without Club,-,Out,
7,Bayer 04 Leverkusen,Callum Hudson-OdoiC. Hudson-Odoi,22,Left Winger,LW,€15.00m,Chelsea,"End of loan Jun 30, 2023",Out,
0,Eintracht Frankfurt,Hugo LarssonH. Larsson,19,Central Midfield,CM,€9.00m,Malmö FF,€9.00m,In,€9.00m
1,Eintracht Frankfurt,Willian PachoW. Pacho,21,Centre-Back,CB,€11.00m,Royal Antwerp,€9.00m,In,€9.00m
2,Eintracht Frankfurt,Junior Dina EbimbeJ. Dina Ebimbe,22,Right Midfield,RM,€10.00m,Paris SG,€6.50m,In,€6.50m
3,Eintracht Frankfurt,Ansgar KnauffA. Knauff,21,Right Winger,RW,€8.00m,Bor. Dortmund,€5.00m,In,€5.00m
4,Eintracht Frankfurt,Philipp MaxP. Max,29,Left-Back,LB,€3.00m,PSV Eindhoven,€1.90m,In,€1.90m
5,Eintracht Frankfurt,Ellyes SkhiriE. Skhiri,28,Defensive Midfield,DM,€13.00m,1.FC Köln,free transfer,In,
6,Eintracht Frankfurt,Omar MarmoushO. Marmoush,24,Centre-Forward,CF,€6.00m,VfL Wolfsburg,free transfer,In,
7,Eintracht Frankfurt,Davis BautistaD. Bautista,18,Centre-Back,CB,€250k,Aucas U20,?,In,
8,Eintracht Frankfurt,Robin KochR. Koch,26,Centre-Back,CB,€18.00m,Leeds,loan transfer,In,
9,Eintracht Frankfurt,Dario GebuhrD. Gebuhr,20,Centre-Back,CB,€400k,E. Frankfurt II,-,In,
10,Eintracht Frankfurt,Ragnar AcheR. Ache,24,Centre-Forward,CF,€1.00m,Greuther Fürth,"End of loan Jun 30, 2023",In,
11,Eintracht Frankfurt,Ali AkmanAli Akman,21,Centre-Forward,CF,€650k,Göztepe,"End of loan Jun 30, 2023",In,
12,Eintracht Frankfurt,Jens Petter HaugeJ. Hauge,23,Right Winger,RW,€2.50m,KAA Gent,"End of loan Jun 30, 2023",In,
13,Eintracht Frankfurt,Jérôme OnguénéJ. Onguéné,25,Centre-Back,CB,€2.00m,RB Salzburg,"End of loan Jun 30, 2023",In,
14,Eintracht Frankfurt,Igor MatanovicI. Matanovic,20,Centre-Forward,CF,€800k,FC St. Pauli,"End of loan Jun 30, 2023",In,
0,Eintracht Frankfurt,Evan NdickaE. Ndicka,23,Centre-Back,CB,€28.00m,AS Roma,free transfer,Out,
1,Eintracht Frankfurt,Jan SchröderJ. Schröder,20,Left-Back,LB,€200k,Without Club,-,Out,
