,club_name,player_name,Age,Position,Pos,Market value,club_involved_name,Fee,transfer_movement,fee_cleaned
2,Fakel Voronezh,Vitaliy GudievV. Gudiev,28,Goalkeeper,GK,€400k,Khimki,free transfer,In,
3,Fakel Voronezh,Aleksandr DolgovA. Dolgov,24,Centre-Forward,CF,€600k,Khimki,free transfer,In,
4,Fakel Voronezh,Aleksandr BelenovA. Belenov,36,Goalkeeper,GK,€250k,Rubin Kazan,free transfer,In,
5,Fakel Voronezh,Valeriy TsarukyanV. Tsarukyan,21,Attacking Midfield,AM,€300k,Volgar,"End of loan Jun 30, 2023",In,
0,Fakel Voronezh,Valeriy TsarukyanV. Tsarukyan,21,Attacking Midfield,AM,€300k,Alania Vl.,€100k,Out,€100k
1,Fakel Voronezh,Roman AkbashevR. Akbashev,31,Attacking Midfield,AM,€800k,Rostov,free transfer,Out,
2,Fakel Voronezh,Aleksey GorodovoyA. Gorodovoy,29,Goalkeeper,GK,€400k,Rodina Moscow,free transfer,Out,
3,Fakel Voronezh,Mikhail SmirnovM. Smirnov,33,Centre-Back,CB,-,Retired,-,Out,
4,Fakel Voronezh,Georgiy GongadzeG. Gongadze,27,Centre-Forward,CF,€900k,Without Club,-,Out,
5,Fakel Voronezh,Evgeniy MorozovE. Morozov,22,Centre-Back,CB,€1.00m,Loko Moscow,"End of loan Jun 30, 2023",Out,
6,Fakel Voronezh,Ilya SvinovI. Svinov,22,Goalkeeper,GK,€800k,Spartak Moscow,"End of loan Jun 30, 2023",Out,
7,Fakel Voronezh,Vyacheslav YakimovV. Yakimov,25,Defensive Midfield,DM,€700k,Krasnodar,"End of loan Jun 30, 2023",Out,
8,Fakel Voronezh,Réda RabeïR. Rabeï,28,Central Midfield,CM,€400k,Botev Plovdiv,"End of loan Jun 30, 2023",Out,
9,Fakel Voronezh,Mohamed BrahimiM. Brahimi,24,Left Winger,LW,€600k,Botev Plovdiv,"End of loan Jun 30, 2023",Out,
0,Rubin Kazan,Igor VujacicI. Vujacic,28,Centre-Back,CB,€4.50m,Partizan,€1.00m,In,€1.00m
1,Rubin Kazan,Maciej RybusM. Rybus,33,Left-Back,LB,€300k,Spartak Moscow,free transfer,In,
2,Rubin Kazan,Oliver AbildgaardO. Abildgaard,27,Defensive Midfield,DM,€4.50m,Hellas Verona,"End of loan Jun 30, 2023",In,
3,Rubin Kazan,Ivan SavitskiyI. Savitskiy,20,Left-Back,LB,€175k,Enisey,"End of loan Jun 30, 2023",In,
4,Rubin Kazan,Daniil MotorinD. Motorin,18,Centre-Forward,CF,€100k,Kosmos Dolgopr.,"End of loan Jun 30, 2023",In,
5,Rubin Kazan,Artem IsmagilovA. Ismagilov,19,Goalkeeper,GK,€50k,Zenit Izhevsk,"End of loan Jun 30, 2023",In,
6,Rubin Kazan,Kamil MullinK. Mullin,29,Centre-Forward,CF,€300k,Volgar,"End of loan Jun 30, 2023",In,
7,Rubin Kazan,Igor KonovalovI. Konovalov,26,Central Midfield,CM,€700k,Ural,"End of loan Jun 30, 2023",In,
0,Rubin Kazan,Kamil MullinK. Mullin,29,Centre-Forward,CF,€300k,Krasnodar 2,free transfer,Out,
1,Rubin Kazan,Aleksandr BelenovA. Belenov,36,Goalkeeper,GK,€250k,Fakel Voronezh,free transfer,Out,
2,Rubin Kazan,Artem PopovA. Popov,30,Right Winger,RW,€250k,Arsenal Tula,free transfer,Out,
3,Rubin Kazan,Ali AdnanAli Adnan,29,Left-Back,LB,€200k,Mes Rafsanjan,free transfer,Out,
4,Rubin Kazan,Ilya SamoshnikovI. Samoshnikov,25,Left-Back,LB,€2.50m,Loko Moscow,free transfer,Out,
5,Rubin Kazan,Igor GorbunovI. Gorbunov,28,Left Midfield,LM,€450k,Torpedo Moscow,free transfer,Out,
6,Rubin Kazan,Konstantin NizhegorodovK. Nizhegorodov,21,Centre-Back,CB,€150k,Arsenal Tula,loan transfer,Out,
7,Rubin Kazan,Dimitar MitkovD. Mitkov,23,Centre-Forward,CF,€300k,Lok. Sofia,"End of loan Jun 30, 2023",Out,
8,Rubin Kazan,Aleksandr SaplinovA. Saplinov,25,Attacking Midfield,AM,€200k,Rostov,"End of loan Jun 30, 2023",Out,
0,Baltika Kaliningrad,Artur GaloyanA. Galoyan,24,Attacking Midfield,AM,€1.30m,Alania Vl.,€600k,In,€600k
1,Baltika Kaliningrad,Sergey PryakhinS. Pryakhin,20,Right Winger,RW,€350k,CSKA Moscow II,€60k,In,€60k
2,Baltika Kaliningrad,Tigran AvanesyanT. Avanesyan,21,Defensive Midfield,DM,€200k,CSKA Moscow II,€40k,In,€40k
3,Baltika Kaliningrad,João LameiraJ. Lameira,24,Defensive Midfield,DM,€600k,Torreense,free transfer,In,
4,Baltika Kaliningrad,Aleksandr ZhirovA. Zhirov,32,Centre-Back,CB,€600k,SV Sandhausen,free transfer,In,
5,Baltika Kaliningrad,Roberto FernándezR. Fernández,23,Left-Back,LB,€1.00m,Bolívar,loan transfer,In,
0,Baltika Kaliningrad,Danil KlenkinD. Klenkin,32,Attacking Midfield,AM,€250k,Volgar,free transfer,Out,
1,Baltika Kaliningrad,Mladen KascelanM. Kascelan,40,Defensive Midfield,DM,-,Retired,-,Out,
2,Baltika Kaliningrad,Maksim TishkinM. Tishkin,33,Right-Back,RB,€100k,Without Club,-,Out,
3,Baltika Kaliningrad,Tigran AvanesyanT. Avanesyan,21,Defensive Midfield,DM,€200k,CSKA Moscow II,"End of loan Jun 30, 2023",Out,
4,Baltika Kaliningrad,Sergey PryakhinS. Pryakhin,20,Right Winger,RW,€350k,CSKA Moscow II,"End of loan Jun 30, 2023",Out,
5,Baltika Kaliningrad,Kirill FolmerK. Folmer,23,Central Midfield,CM,€350k,Rostov,"End of loan Jun 30, 2023",Out,
