,club_name,player_name,Age,Position,Pos,Market value,club_involved_name,Fee,transfer_movement,fee_cleaned
4,Hellas Verona,Ibrahim SulemanaI. Sulemana,20,Defensive Midfield,DM,€1.50m,Cagliari Calcio,€4.00m,Out,€4.00m
5,Hellas Verona,Panagiotis RetsosP. Retsos,24,Centre-Back,CB,€2.00m,Olympiacos,?,Out,
6,Hellas Verona,Ivor PandurI. Pandur,23,Goalkeeper,GK,€2.00m,Fortuna Sittard,?,Out,
7,Hellas Verona,Mert CetinM. Cetin,26,Centre-Back,CB,€1.20m,Ankaragücü,loan transfer,Out,
8,Hellas Verona,Jayden BraafJ. Braaf,20,Centre-Forward,CF,€1.00m,B. Dortmund II,"End of loan Jun 30, 2023",Out,
9,Hellas Verona,Miguel VelosoM. Veloso,37,Defensive Midfield,DM,€500k,Without Club,-,Out,
10,Hellas Verona,Adolfo GaichA. Gaich,24,Centre-Forward,CF,€1.80m,CSKA Moscow,"End of loan Jun 30, 2023",Out,
11,Hellas Verona,Yayah KallonY. Kallon,22,Right Winger,RW,€1.50m,Genoa,"End of loan Jun 30, 2023",Out,
12,Hellas Verona,Simone VerdiS. Verdi,30,Attacking Midfield,AM,€4.00m,Torino,"End of loan Jun 30, 2023",Out,
13,Hellas Verona,Sebastian LarsenS. Larsen,19,Right-Back,RB,€75k,HB Köge U19,"End of loan Jun 30, 2023",Out,
14,Hellas Verona,Oliver AbildgaardO. Abildgaard,27,Defensive Midfield,DM,€4.50m,Rubin Kazan,"End of loan Jun 30, 2023",Out,
15,Hellas Verona,Fabio DepaoliF. Depaoli,26,Right-Back,RB,€3.00m,Sampdoria,"End of loan Jun 30, 2023",Out,
16,Hellas Verona,Deyovaisio ZeefuikD. Zeefuik,25,Right-Back,RB,€1.20m,Hertha BSC,"End of loan Jun 30, 2023",Out,
17,Hellas Verona,Ondrej DudaO. Duda,28,Attacking Midfield,AM,€3.40m,1.FC Köln,"End of loan Jun 30, 2023",Out,
18,Hellas Verona,Alessandro CortinovisA. Cortinovis,22,Attacking Midfield,AM,€700k,Atalanta BC,"End of loan Jun 30, 2023",Out,
0,Frosinone Calcio,Gennaro BorrelliG. Borrelli,23,Centre-Forward,CF,€500k,Pescara,€300k,In,€300k
1,Frosinone Calcio,Marvin CuniM. Cuni,21,Centre-Forward,CF,€400k,FC Bayern II,free transfer,In,
2,Frosinone Calcio,Marco BrescianiniM. Brescianini,23,Central Midfield,CM,€900k,AC Milan,?,In,
3,Frosinone Calcio,Luca MazzitelliL. Mazzitelli,27,Defensive Midfield,DM,€3.00m,Monza,?,In,
4,Frosinone Calcio,Giorgi KvernadzeG. Kvernadze,20,Left Winger,LW,€500k,Kolkheti Poti,loan transfer,In,
0,Frosinone Calcio,Samuele MulattieriS. Mulattieri,22,Centre-Forward,CF,€4.50m,Inter,"End of loan Jun 30, 2023",Out,
1,Frosinone Calcio,Federico BevilacquaF. Bevilacqua,21,Centre-Back,CB,€25k,Dolomiti,free transfer,Out,
2,Frosinone Calcio,Matteo CotaliM. Cotali,26,Left-Back,LB,€800k,Modena,free transfer,Out,
3,Frosinone Calcio,Luigi CanottoL. Canotto,29,Right Winger,RW,€900k,Reggina,?,Out,
4,Frosinone Calcio,Marko BozicM. Bozic,25,Right Midfield,RM,€500k,NK Maribor,?,Out,
5,Frosinone Calcio,Alexander SatarianoA. Satariano,21,Centre-Forward,CF,€250k,Without Club,-,Out,
6,Frosinone Calcio,Marcus RohdénM. Rohdén,32,Central Midfield,CM,€1.00m,Without Club,-,Out,
7,Frosinone Calcio,Giuseppe MarcianòG. Marcianò,23,Goalkeeper,GK,€50k,Without Club,-,Out,
8,Frosinone Calcio,Michele VolpeM. Volpe,25,Centre-Forward,CF,€125k,Without Club,-,Out,
9,Frosinone Calcio,Luca MatareseL. Matarese,25,Left Winger,LW,€75k,Without Club,-,Out,
10,Frosinone Calcio,Gianluca FrabottaG. Frabotta,24,Left-Back,LB,€1.40m,Lecce,"End of loan Jun 29, 2023",Out,
11,Frosinone Calcio,Giacomo ManzariG. Manzari,22,Left Winger,LW,€300k,Sassuolo,"End of loan Jun 30, 2023",Out,
12,Frosinone Calcio,Luca RavanelliL. Ravanelli,26,Centre-Back,CB,€1.40m,Cremonese,"End of loan Jun 30, 2023",Out,
13,Frosinone Calcio,Mario SampirisiM. Sampirisi,30,Right-Back,RB,€750k,Monza,"End of loan Jun 30, 2023",Out,
14,Frosinone Calcio,Luca MazzitelliL. Mazzitelli,27,Defensive Midfield,DM,€3.00m,Monza,"End of loan Jun 30, 2023",Out,
15,Frosinone Calcio,Andrea OliveriA. Oliveri,20,Right Midfield,RM,€400k,Atalanta BC,"End of loan Jun 30, 2023",Out,
16,Frosinone Calcio,Miloš BočićM. Bočić,23,Centre-Forward,CF,€200k,Pescara,"End of loan Jun 30, 2023",Out,
17,Frosinone Calcio,Ben Lhassine KoneB. Kone,23,Central Midfield,CM,€900k,Torino,"End of loan Jun 30, 2023",Out,
18,Frosinone Calcio,Gennaro BorrelliG. Borrelli,23,Centre-Forward,CF,€500k,Pescara,"End of loan Jun 30, 2023",Out,
19,Frosinone Calcio,Leonardo LoriaL. Loria,24,Goalkeeper,GK,€275k,Pisa,"End of loan Jun 30, 2023",Out,
20,Frosinone Calcio,Stefano TuratiS. Turati,21,Goalkeeper,GK,€4.50m,Sassuolo,"End of loan Jun 30, 2023",Out,
21,Frosinone Calcio,Luca MoroLuca Moro,22,Centre-Forward,CF,€2.80m,Sassuolo,"End of loan Jun 30, 2023",Out,
22,Frosinone Calcio,Ilario MonterisiI. Monterisi,21,Centre-Back,CB,€300k,Lecce,"End of loan Jun 30, 2023",Out,
23,Frosinone Calcio,Fabio LucioniF. Lucioni,35,Centre-Back,CB,€600k,Lecce,"End of loan Jun 30, 2023",Out,
0,Genoa CFC,Radu DragusinR. Dragusin,21,Centre-Back,CB,€8.00m,Juventus,€5.50m,In,€5.50m
1,Genoa CFC,Josep MartínezJ. Martínez,25,Goalkeeper,GK,€3.50m,RB Leipzig,€3.50m,In,€3.50m
2,Genoa CFC,George PuscasG. Puscas,27,Centre-Forward,CF,€2.50m,Reading,€3.00m,In,€3.00m
3,Genoa CFC,Nicola LealiN. Leali,30,Goalkeeper,GK,€900k,Ascoli,free transfer,In,
4,Genoa CFC,Aarón MartínA. Martín,26,Left-Back,LB,€7.00m,1.FSV Mainz 05,free transfer,In,
5,Genoa CFC,Kevin StrootmanK. Strootman,33,Central Midfield,CM,€1.30m,Marseille,free transfer,In,
6,Genoa CFC,Daniele SommarivaD. Sommariva,25,Goalkeeper,GK,€100k,Pescara,?,In,
0,Genoa CFC,Yayah KallonY. Kallon,22,Right Winger,RW,€1.50m,Hellas Verona,€2.80m,Out,€2.80m
1,Genoa CFC,Rok VodisekR. Vodisek,24,Goalkeeper,GK,€50k,NK Rogaska,free transfer,Out,
2,Genoa CFC,Daniel FossatiD. Fossati,19,Centre-Forward,CF,€150k,Pontedera,loan transfer,Out,
3,Genoa CFC,Giacomo CalòG. Calò,26,Defensive Midfield,DM,€750k,Cosenza,?,Out,
4,Genoa CFC,Lennart CzyborraL. Czyborra,24,Left-Back,LB,€1.40m,PEC Zwolle,loan transfer,Out,
5,Genoa CFC,Patrizio MasiniP. Masini,22,Central Midfield,CM,€300k,Ascoli,loan transfer,Out,
6,Genoa CFC,Aleksander BuksaA. Buksa,20,Centre-Forward,CF,€700k,WSG Tirol,loan transfer,Out,
7,Genoa CFC,Domenico CriscitoD. Criscito,36,Left-Back,LB,-,Retired,-,Out,
8,Genoa CFC,Stefano SturaroS. Sturaro,30,Central Midfield,CM,€1.50m,Without Club,-,Out,
9,Genoa CFC,Alessandro MarcandalliA. Marcandalli,21,Centre-Back,CB,€200k,Reggiana,loan transfer,Out,
10,Genoa CFC,Ridgeciano HapsR. Haps,30,Left-Back,LB,€1.00m,Venezia,"End of loan Jun 30, 2023",Out,
11,Genoa CFC,Eddie SalcedoE. Salcedo,21,Centre-Forward,CF,€2.50m,Inter,"End of loan Jun 30, 2023",Out,
12,Genoa CFC,Denis DragusD. Dragus,23,Centre-Forward,CF,€1.40m,Standard Liège,"End of loan Jun 30, 2023",Out,
13,Genoa CFC,George PuscasG. Puscas,27,Centre-Forward,CF,€2.50m,Reading,"End of loan Jun 30, 2023",Out,
14,Genoa CFC,Mattia AramuM. Aramu,28,Attacking Midfield,AM,€2.20m,Venezia,"End of loan Jun 30, 2023",Out,
15,Genoa CFC,Kevin StrootmanK. Strootman,33,Central Midfield,CM,€1.30m,Marseille,"End of loan Jun 30, 2023",Out,
16,Genoa CFC,Radu DragusinR. Dragusin,21,Centre-Back,CB,€8.00m,Juventus,"End of loan Jun 30, 2023",Out,
17,Genoa CFC,Josep MartínezJ. Martínez,25,Goalkeeper,GK,€3.50m,RB Leipzig,"End of loan Jun 30, 2023",Out,
0,Cagliari Calcio,Ibrahim SulemanaI. Sulemana,20,Defensive Midfield,DM,€1.50m,Hellas Verona,€4.00m,In,€4.00m
1,Cagliari Calcio,Alessandro Di PardoA. Di Pardo,23,Right-Back,RB,€600k,Juve Next Gen,€1.10m,In,€1.10m
2,Cagliari Calcio,Christian TravagliniC. Travaglini,23,Left-Back,LB,€200k,Olbia,€100k,In,€100k
0,Cagliari Calcio,Raoul BellanovaR. Bellanova,23,Right-Back,RB,€5.00m,Torino,€7.00m,Out,€7.00m
1,Cagliari Calcio,Alessio CragnoA. Cragno,29,Goalkeeper,GK,€3.00m,Monza,€3.60m,Out,€3.60m
2,Cagliari Calcio,Sebastian WalukiewiczS. Walukiewicz,23,Centre-Back,CB,€3.00m,FC Empoli,€1.00m,Out,€1.00m
3,Cagliari Calcio,Alberto CerriA. Cerri,27,Centre-Forward,CF,€2.00m,Como,?,Out,
4,Cagliari Calcio,Nik PrelecN. Prelec,22,Centre-Forward,CF,€600k,WSG Tirol,loan transfer,Out,
5,Cagliari Calcio,Vincenzo MillicoV. Millico,22,Left Winger,LW,€800k,Without Club,-,Out,
6,Cagliari Calcio,Alessandro Di PardoA. Di Pardo,23,Right-Back,RB,€600k,Juve Next Gen,"End of loan Jun 30, 2023",Out,
7,Cagliari Calcio,Filippo FalcoF. Falco,31,Right Winger,RW,€700k,Red Star,"End of loan Jun 30, 2023",Out,
